"74","F2","A2DW06","1014,306,1046,321","74"
"75","F2","A2DW10","1062,421,1094,436","75"
"76","F2","A2DW11","1096,399,1128,414","76"
"77","F2","A2DW12","1096,382,1128,397","77"
"78","F2","A2DW13","1097,322,1129,337","78"
"79","F2","A2DW14","1097,305,1129,320","79"
"80","F2","A2DW09","1061,359,1093,374","80"
"81","F2","A2DW08","1061,342,1093,357","81"
"82","F2","A2DW07","1060,283,1092,298","82"
"83","F2","A2DW15","1143,283,1175,298","83"
"84","F2","A2DW16","1145,342,1177,357","84"
"85","F2","A2DW17","1145,359,1177,374","85"
"86","F2","A2DW18","1145,421,1177,436","86"
"87","F2","A2DW19","1179,322,1211,337","87"
"88","F2","A2DW20","1179,304,1211,319","88"
"89","F2","A2DW21","1227,283,1259,298","89"
"90","F2","A2DW22","1228,343,1260,358","90"
"91","F2","A2DW23","1228,359,1260,374","91"
"92","F2","A2DW24","1227,421,1259,436","92"
"93","F2","A2DW28","1293,446,1325,461","93"
"94","F2","A2DW32","1326,406,1358,421","94"
"95","F2","A2DW31","1326,423,1358,438","95"
"96","F2","A2DW27","1293,385,1325,400","96"
"97","F2","A2DW26","1293,369,1325,384","97"
"98","F2","A2DW33","1327,347,1359,362","98"
"99","F2","A2DW34","1327,330,1359,345","99"
"100","F2","A2DW35","1328,272,1360,287","100"
"101","F2","A2DW36","1328,255,1360,270","101"
"102","F2","A2DW25","1292,308,1324,323","102"
"103","F2","A2DW37","1373,231,1405,246","103"
"104","F2","A2DW38","1375,293,1407,308","104"
"105","F2","A2DW39","1375,309,1407,324","105"
"106","F2","A2DW40","1376,369,1408,384","106"
"107","F2","A2DW41","1376,386,1408,401","107"
"108","F2","A2DW42","1375,446,1407,461","108"
"109","F2","A2DW50","1409,254,1441,269","109"
"110","F2","A2DW49","1409,271,1441,286","110"
"111","F2","A2DW48","1409,330,1441,345","111"
"112","F2","A2DW47","1409,347,1441,362","112"
"113","F2","A2DW46","1409,407,1441,422","113"
"114","F2","A2DW45","1409,423,1441,438","114"
"115","F2","A2DW51","1458,231,1490,246","115"
"116","F2","A2DW55","1458,385,1490,400","116"
"117","F2","A2DW54","1458,369,1490,384","117"
"118","F2","A2DW57","1491,424,1523,439","118"
"119","F2","A2DW58","1491,408,1523,423","119"
"120","F2","A2DW59","1492,347,1524,362","120"
"121","F2","A2DW60","1492,330,1524,345","121"
"122","F2","A2DW53","1458,309,1490,324","122"
"123","F2","A2DW52","1458,292,1490,307","123"
"124","F2","A2DW64","1540,386,1572,401","124"
"125","F2","A2DW66","1575,424,1607,439","125"
"126","F2","A2DW67","1575,406,1607,421","126"
"127","F2","A2DW63","1540,370,1572,385","127"
"128","F2","A2DW68","1574,347,1606,362","128"
"129","F2","A2DW69","1573,330,1605,345","129"
"130","F2","A2DW62","1540,308,1572,323","130"
"131","F2","A2DW71","1574,254,1606,269","131"
"132","F2","A2DW70","1574,270,1606,285","132"
"133","F2","A2DW61","1540,292,1572,307","133"
"134","F2","A2DW56","1458,446,1490,461","134"
"135","F2","A2DW65","1540,446,1572,461","135"
"136","F2","A2DW77","1623,445,1655,460","136"
"137","F2","A2DW78","1657,425,1689,440","137"
"138","F2","A2DW79","1657,408,1689,423","138"
"139","F2","A2DW80","1657,347,1689,362","139"
"140","F2","A2DW81","1657,330,1689,345","140"
"141","F2","A2DW82","1656,271,1688,286","141"
"142","F2","A2DW83","1656,254,1688,269","142"
"143","F2","A2DW76","1624,387,1656,402","143"
"144","F2","A2DW75","1623,369,1655,384","144"
"145","F2","A2DW74","1624,310,1656,325","145"
"146","F2","A2DW73","1624,293,1656,308","146"
"147","F2","A2DW72","1623,231,1655,246","147"
"148","F2","A2DW90","1739,423,1771,438","148"
"149","F2","A2DW91","1739,406,1771,421","149"
"150","F2","A2DW88","1706,386,1738,401","150"
"151","F2","A2DW87","1706,369,1738,384","151"
"152","F2","A2DW86","1706,309,1738,324","152"
"153","F2","A2DW85","1706,292,1738,307","153"
"154","F2","A2DW92","1739,348,1771,363","154"
"155","F2","A2DW93","1739,331,1771,346","155"
"156","F2","A2DW84","1706,231,1738,246","156"
"157","F2","A2DW94","1740,272,1772,287","157"
"158","F2","A2DW95","1740,254,1772,269","158"
"159","F2","A2DW100","1787,445,1819,460","159"
"160","F2","A2DW99","1788,385,1820,400","160"
"161","F2","A2DW98","1788,369,1820,384","161"
"162","F2","A2DW97","1788,308,1820,323","162"
"163","F2","A2DW96","1787,242,1819,257","163"
"164","F2","A2DW89","1704,446,1736,461","164"
"165","F2","A2DW102","1823,408,1855,423","165"
"166","F2","A2DW103","1822,348,1854,363","166"
"167","F2","A2DW104","1822,331,1854,346","167"
"168","F2","A2DW105","1822,272,1854,287","168"
"169","F2","A2DW106","1822,255,1854,270","169"
"170","F2","A2DW101","1823,425,1855,440","170"
"171","F2","A2BW15","302,701,334,716","1"
"172","F2","A2BW23","221,702,253,717","2"
"173","F2","A2BW22","266,723,298,738","3"
"174","F2","A2BW21","266,740,298,755","4"
"175","F2","A2BW16","302,762,334,777","5"
"176","F2","A2BW17","302,778,334,793","6"
"177","F2","A2BW18","303,840,335,855","7"
"178","F2","A2BW20","266,800,298,815","8"
"179","F2","A2BW19","266,817,298,832","9"
"180","F2","A2BW26","220,840,252,855","10"
"181","F2","A2BW24","221,763,253,778","11"
"182","F2","A2BW25","221,779,253,794","12"
"183","F2","A2BW28","184,801,216,816","13"
"184","F2","A2BW27","184,817,216,832","14"
"185","F2","A2BW34","100,723,132,738","15"
"186","F2","A2BW33","100,740,132,755","16"
"187","F2","A2BW30","137,763,169,778","17"
"188","F2","A2BW32","100,800,132,815","18"
"189","F2","A2BW31","100,817,132,832","19"
"190","F2","A2BW29","137,702,169,717","20"
"191","F2","A2BWP01","348,728,381,747","21"
"192","F2","A2BW10","385,702,417,717","22"
"193","F2","A2BW12","385,778,417,793","23"
"194","F2","A2BW11","385,761,417,776","24"
"195","F2","A2BW14","349,801,381,816","25"
"196","F2","A2BW13","349,817,381,832","26"
"197","F2","A2BW07","431,724,463,739","27"
"198","F2","A2BW06","431,741,463,756","28"
"199","F2","A2BW03","467,762,499,777","29"
"200","F2","A2BW04","467,779,499,794","30"
"201","F2","A2BW05","468,840,500,855","31"
"202","F2","A2BW02","467,571,499,586","32"
"203","F2","A2BW01","467,554,499,569","33"
"204","F2","A2BW08","432,609,464,624","34"
"205","F2","A2BW09","432,592,464,607","35"
"206","F2","A2AWP01","431,418,464,437","36"
"207","F2","A2AW24","384,295,416,310","37"
"208","F2","A2AW25","384,312,416,327","38"
"209","F2","A2AW23","433,333,465,348","39"
"210","F2","A2AW22","433,350,465,365","40"
"211","F2","A2AW21","467,493,499,508","41"
"212","F2","A2AW34","350,256,382,271","42"
"213","F2","A2AW33","350,273,382,288","43"
"214","F2","A2AW32","350,333,382,348","44"
"215","F2","A2AW31","350,350,382,365","45"
"216","F2","A2AW26","383,370,415,385","46"
"217","F2","A2AW27","383,387,415,402","47"
"218","F2","A2AW28","385,449,417,464","48"
"219","F2","A2AW29","351,427,383,442","49"
"220","F2","A2AW30","351,410,383,425","50"
"221","F2","A2AW35","302,234,334,249","51"
"222","F2","A2AW40","301,449,333,464","52"
"223","F2","A2AW39","303,388,335,403","53"
"224","F2","A2AW38","302,370,334,385","54"
"225","F2","A2AW37","302,313,334,328","55"
"226","F2","A2AW36","302,296,334,311","56"
"227","F2","A2AW41","267,427,299,442","57"
"228","F2","A2AW42","267,410,299,425","58"
"229","F2","A2AW43","267,350,299,365","59"
"230","F2","A2AW44","267,334,299,349","60"
"231","F2","A2AW45","268,273,300,288","61"
"232","F2","A2AW46","268,257,300,272","62"
"233","F2","A2AW52","218,449,250,464","63"
"234","F2","A2AW48","219,295,251,310","64"
"235","F2","A2AW49","219,312,251,327","65"
"236","F2","A2AW50","219,371,251,386","66"
"237","F2","A2AW51","219,387,251,402","67"
"238","F2","A2AW53","185,426,217,441","68"
"239","F2","A2AW54","185,409,217,424","69"
"240","F2","A2AW55","186,351,218,366","70"
"241","F2","A2AW47","219,234,251,249","71"
"242","F2","A2AW58","185,256,217,271","72"
"243","F2","A2AW57","185,273,217,288","73"
"244","F2","A2AW56","186,333,218,348","74"
"245","F2","A2AW62","137,449,169,464","75"
"246","F2","A2AW59","137,311,169,326","76"
"247","F2","A2AW60","137,370,169,385","77"
"248","F2","A2AW61","137,388,169,403","78"
"249","F2","A2AW63","103,426,135,441","79"
"250","F2","A2AW64","102,409,134,424","80"
"251","F2","A2AW65","102,350,134,365","81"
"252","F2","A2AW66","102,333,134,348","82"
"253","F2","A2AW67","101,274,133,289","83"
"254","F2","A2AW68","101,257,133,272","84"
"255","F2","A2AW16","467,294,499,309","85"
"256","F2","A2AW19","467,387,499,402","86"
"257","F2","A2AW18","467,371,499,386","87"
"258","F2","A2AW15","467,234,499,249","88"
"259","F2","A2AW17","467,311,499,326","89"
"260","F2","A2AW10","514,411,546,426","90"
"261","F2","A2AW09","549,389,581,404","91"
"262","F2","A2AW08","549,372,581,387","92"
"263","F2","A2AW13","515,273,547,288","93"
"264","F2","A2AW14","515,257,547,272","94"
"265","F2","A2AW12","515,334,547,349","95"
"266","F2","A2AW11","515,351,547,366","96"
"267","F2","A2AW07","550,311,582,326","97"
"268","F2","A2AW20","467,448,499,463","98"
"269","F2","A2AW04","598,411,630,426","99"
"270","F2","A2AW06","597,333,629,348","100"
"271","F2","A2AW05","597,350,629,365","101"
"272","F2","A2AW03","632,387,664,402","102"
"273","F2","A2AW02","632,371,664,386","103"
"274","F2","A2AW01","631,311,663,326","104"
"297","F7","7BW38","554,1520,584,1520,584,1549,601,1561,601,1591,553,1591","38"
"298","F7","7BW59","215,1450,167,1449,168,1518,197,1518,197,1492,202,1481,213,1479","59"
"299","F7","7BW61","215,1598,167,1597,168,1666,197,1666,197,1640,202,1629,213,1627","61"
"300","F7","7BW50","408,1598,360,1597,361,1666,390,1666,390,1640,395,1629,406,1627","50"
"301","F7","7BW37","601,1451,553,1450,554,1519,583,1519,583,1493,588,1482,599,1480","37"
"302","F7","7BW39","601,1598,553,1597,554,1666,583,1666,583,1640,588,1629,599,1627","39"
"303","F7","7BW27","794,1451,746,1450,747,1519,776,1519,776,1493,781,1482,792,1480","27"
"304","F7","7BW29","794,1598,746,1597,747,1666,776,1666,776,1640,781,1629,792,1627","29"
"305","F7","7BW16","987,1451,939,1450,940,1519,969,1519,969,1493,974,1482,985,1480","16"
"306","F7","7BW18","987,1598,939,1597,940,1666,969,1666,969,1640,974,1629,985,1627","18"
"307","F7","7BW05","1180,1451,1132,1450,1133,1519,1162,1519,1162,1493,1167,1482,1178,1480","05"
"308","F7","7BW07","1180,1598,1132,1597,1133,1666,1162,1666,1162,1640,1167,1629,1178,1627","07"
"309","F7","7BW51","360,1670,390,1670,390,1699,407,1711,407,1741,359,1741","51"
"310","F7","7BW08","1133,1669,1163,1669,1163,1698,1180,1710,1180,1740,1132,1740","08"
"311","F7","7BW19","940,1670,970,1670,970,1699,987,1711,987,1741,939,1741","19"
"312","F7","7BW40","554,1670,584,1670,584,1699,601,1711,601,1741,553,1741","40"
"313","F7","7BW06","1133,1522,1163,1522,1163,1551,1180,1563,1180,1593,1132,1593","06"
"314","F7","7BW58","167,1373,197,1373,197,1402,214,1414,214,1444,166,1444","58"
"315","F7","7BW60","168,1522,198,1522,198,1551,215,1563,215,1593,167,1593","60"
"316","F7","7BW49","360,1522,390,1522,390,1551,407,1563,407,1593,359,1593","49"
"317","F7","7BW36","553,1374,583,1374,583,1403,600,1415,600,1445,552,1445","36"
"318","F7","7BW26","747,1374,777,1374,777,1403,794,1415,794,1445,746,1445","26"
"319","F7","7BW28","747,1522,777,1522,777,1551,794,1563,794,1593,746,1593","28"
"320","F7","7BW15","940,1374,970,1374,970,1403,987,1415,987,1445,939,1445","15"
"321","F7","7BW17","940,1522,970,1522,970,1551,987,1563,987,1593,939,1593","17"
"322","F7","7BW04","1133,1374,1163,1374,1163,1403,1180,1415,1180,1445,1132,1445","04"
"323","F7","7BW48","408,1450,360,1449,361,1518,390,1518,390,1492,395,1481,406,1479","48"
"324","F7","7BW47","360,1374,390,1374,390,1403,407,1415,407,1445,359,1445","47"
"325","F7","7BW10","1098,1669,1129,1668,1129,1738,1082,1740,1081,1708,1096,1698","10"
"326","F7","7BW21","906,1670,937,1669,937,1739,890,1741,889,1709,904,1699","21"
"327","F7","7BW67","133,1374,164,1373,164,1443,117,1445,116,1413,131,1403","67"
"328","F7","7BW57","325,1374,356,1373,356,1443,309,1445,308,1413,323,1403","57"
"329","F7","7BW46","519,1375,550,1374,550,1444,503,1446,502,1414,517,1404","46"
"330","F7","7BW35","712,1374,743,1373,743,1443,696,1445,695,1413,710,1403","35"
"331","F7","7BW25","905,1374,936,1373,936,1443,889,1445,888,1413,903,1403","25"
"332","F7","7BW14","1098,1375,1129,1374,1129,1444,1082,1446,1081,1414,1096,1404","14"
"333","F7","7BW65","133,1523,164,1522,164,1592,117,1594,116,1562,131,1552","65"
"334","F7","7BW55","326,1523,357,1522,357,1592,310,1594,309,1562,324,1552","55"
"335","F7","7BW44","519,1522,550,1521,550,1591,503,1593,502,1561,517,1551","44"
"336","F7","7BW33","712,1522,743,1521,743,1591,696,1593,695,1561,710,1551","33"
"337","F7","7BW23","905,1522,936,1521,936,1591,889,1593,888,1561,903,1551","23"
"338","F7","7BW12","1098,1522,1129,1521,1129,1591,1082,1593,1081,1561,1096,1551","12"
"339","F7","7BW31","712,1669,743,1668,743,1738,696,1740,695,1708,710,1698","31"
"340","F7","7BW02","1291,1449,1322,1448,1322,1518,1275,1520,1274,1488,1289,1478","02"
"341","F7","7BW63","133,1670,164,1669,164,1739,117,1741,116,1709,131,1699","63"
"342","F7","7BW53","326,1670,357,1669,357,1739,310,1741,309,1709,324,1699","53"
"343","F7","7BW42","519,1670,550,1669,550,1739,503,1741,502,1709,517,1699","42"
"344","F7","7AW51","408,519,360,518,361,587,390,587,390,561,395,550,406,548","51"
"345","F7","7AW58","215,814,167,813,168,882,197,882,197,856,202,845,213,843","58"
"346","F7","7AW49","408,667,360,666,361,735,390,735,390,709,395,698,406,696","49"
"347","F7","7AW47","408,814,360,813,361,882,390,882,390,856,395,845,406,843","47"
"348","F7","7AW40","601,519,553,518,554,587,583,587,583,561,588,550,599,548","40"
"349","F7","7AW38","601,667,553,666,554,735,583,735,583,709,588,698,599,696","38"
"350","F7","7AW36","601,815,553,814,554,883,583,883,583,857,588,846,599,844","36"
"351","F7","7AW28","794,667,746,666,747,735,776,735,776,709,781,698,792,696","28"
"352","F7","7AW26","794,814,746,813,747,882,776,882,776,856,781,845,792,843","26"
"353","F7","7AW19","987,519,939,518,940,587,969,587,969,561,974,550,985,548","19"
"354","F7","7AW17","987,666,939,665,940,734,969,734,969,708,974,697,985,695","17"
"355","F7","7AW15","987,814,939,813,940,882,969,882,969,856,974,845,985,843","15"
"356","F7","7AW04","1180,815,1132,814,1133,883,1162,883,1162,857,1167,846,1178,844","04"
"357","F7","7AW08","1180,520,1132,519,1133,588,1162,588,1162,562,1167,551,1178,549","08"
"358","F7","7AW06","1180,667,1132,666,1133,735,1162,735,1162,709,1167,698,1178,696","06"
"359","F7","7AW64","133,591,164,590,164,660,117,662,116,630,131,620","64"
"360","F7","7AW66","133,739,164,738,164,808,117,810,116,778,131,768","66"
"361","F7","7AW56","327,739,358,738,358,808,311,810,310,778,325,768","56"
"362","F7","7AW54","326,590,357,589,357,659,310,661,309,629,324,619","54"
"363","F7","7AW45","519,739,550,738,550,808,503,810,502,778,517,768","45"
"364","F7","7AW43","519,591,550,590,550,660,503,662,502,630,517,620","43"
"365","F7","7AW11","1098,591,1129,590,1129,660,1082,662,1081,630,1096,620","11"
"366","F7","7AW13","1098,738,1129,737,1129,807,1082,809,1081,777,1096,767","13"
"367","F7","7AW24","905,739,936,738,936,808,889,810,888,778,903,768","24"
"368","F7","7AW22","905,591,936,590,936,660,889,662,888,630,903,620","22"
"369","F7","7AW32","712,591,743,590,743,660,696,662,695,630,710,620","32"
"370","F7","7AW34","712,738,743,737,743,807,696,809,695,777,710,767","34"
"371","F7","7AW03","1291,811,1322,810,1322,880,1275,882,1274,850,1289,840","03"
"372","F7","7AW50","361,591,391,591,391,620,407,632,408,662,360,662","50"
"373","F7","7AW39","554,590,584,590,584,619,601,631,601,661,553,661","39"
"374","F7","7AW29","747,591,777,591,777,620,794,632,794,662,746,662","29"
"375","F7","7AW59","167,738,197,738,197,767,214,779,214,809,166,809","59"
"376","F7","7AW48","360,738,390,738,390,767,407,779,407,809,359,809","48"
"377","F7","7AW37","553,738,583,738,583,767,600,778,600,809,552,809","37"
"378","F7","7AW27","747,738,777,738,777,767,792,778,794,809,746,809","27"
"379","F7","7AW16","940,738,970,738,970,767,987,778,987,809,939,809","16"
"380","F7","7AW18","940,590,970,590,970,619,986,631,987,661,939,661","18"
"381","F7","7AW07","1133,591,1163,591,1163,620,1180,634,1180,662,1132,662","07"
"382","F7","7AW05","1132,738,1162,738,1162,767,1180,778,1179,809,1131,809","05"
"383","F7","7AW09","1137,491,1138,513,1204,513,1204,491","09"
"384","F7","7BW52","365,1745,366,1767,432,1767,432,1745","52"
"385","F7","7BW41","558,1744,559,1766,625,1766,625,1744","41"
"386","F7","7BW30","751,1744,752,1766,818,1766,818,1744","30"
"387","F7","7BW20","944,1744,945,1766,1011,1766,1011,1744","20"
"388","F7","7BW09","1138,1745,1139,1767,1205,1767,1205,1745","09"
"389","F7","7AW52","365,491,366,513,432,513,432,491","52"
"390","F7","7AW41","558,491,559,513,625,513,625,491","41"
"391","F7","7AW62","171,491,172,513,238,513,238,491","62"
"392","F7","7AW30","751,491,752,513,818,513,818,491","30"
"393","F7","7AW20","944,491,945,513,1011,513,1011,491","20"
"394","F7","7BW01","1291,1594,1322,1594,1323,1524,1276,1525,1275,1554,1284,1558,1293,1572","01"
"395","F7","7BW34","710,1518,741,1518,742,1448,695,1449,694,1478,703,1482,712,1496","34"
"396","F7","7BW32","711,1666,742,1666,743,1596,696,1597,695,1626,704,1630,713,1644","32"
"397","F7","7BW24","904,1519,935,1519,936,1449,889,1450,888,1479,897,1483,906,1497","24"
"398","F7","7BW22","904,1666,935,1666,936,1596,889,1597,888,1626,897,1630,906,1644","22"
"399","F7","7BW13","1096,1519,1127,1519,1128,1449,1081,1450,1080,1479,1089,1483,1098,1497","13"
"400","F7","7BW11","1097,1665,1128,1665,1129,1595,1082,1596,1081,1625,1090,1629,1099,1643","11"
"401","F7","7BW03","1290,1446,1321,1446,1322,1376,1275,1377,1274,1406,1283,1410,1292,1424","03"
"402","F7","7BW64","132,1666,163,1666,164,1596,117,1597,116,1626,125,1630,134,1644","64"
"403","F7","7BW56","325,1519,356,1519,357,1449,310,1450,309,1479,318,1483,327,1497","56"
"404","F7","7BW54","325,1667,356,1667,357,1597,310,1598,309,1627,318,1631,327,1645","54"
"405","F7","7BW45","518,1518,549,1518,550,1448,503,1449,502,1478,511,1482,520,1496","45"
"406","F7","7BW43","517,1667,548,1667,549,1597,502,1598,501,1627,510,1631,519,1645","43"
"407","F7","7BW66","132,1518,163,1518,164,1448,117,1449,116,1478,125,1482,134,1496","66"
"408","F7","7AW12","1097,735,1128,735,1129,665,1082,666,1081,695,1090,699,1099,713","12"
"409","F7","7AW14","1097,883,1128,883,1129,813,1082,814,1081,843,1090,847,1099,861","14"
"410","F7","7AW02","1290,808,1321,808,1322,738,1275,739,1274,768,1283,772,1292,786","02"
"411","F7","7AW57","324,883,355,883,356,813,309,814,308,843,317,847,326,861","57"
"412","F7","7AW65","132,735,163,735,164,665,117,666,116,695,125,699,134,713","65"
"413","F7","7AW55","325,735,356,735,357,665,310,666,309,695,318,699,327,713","55"
"414","F7","7AW63","132,588,163,588,164,518,117,519,116,548,125,552,134,566","63"
"415","F7","7AW53","325,587,356,587,357,517,310,518,309,547,318,551,327,565","53"
"416","F7","7AW42","518,587,549,587,550,517,503,518,502,547,511,551,520,565","42"
"417","F7","7AW44","518,735,549,735,550,665,503,666,502,695,511,699,520,713","44"
"418","F7","7AW46","518,883,549,883,550,813,503,814,502,843,511,847,520,861","46"
"419","F7","7AW31","711,588,742,588,743,518,696,519,695,548,704,552,713,566","31"
"420","F7","7AW33","711,735,742,735,743,665,696,666,695,695,704,699,713,713","33"
"421","F7","7AW35","711,883,742,883,743,813,696,814,695,843,704,847,713,861","35"
"422","F7","7AW21","904,588,935,588,936,518,889,519,888,548,897,552,906,566","21"
"423","F7","7AW23","904,735,935,735,936,665,889,666,888,695,897,699,906,713","23"
"424","F7","7AW25","904,883,935,883,936,813,889,814,888,843,897,847,906,861","25"
"425","F7","7AW10","1097,588,1128,588,1129,518,1082,519,1081,548,1090,552,1099,566","10"
"426","F7","7AW67","132,883,163,883,164,813,117,814,116,843,125,847,134,861","67"
"427","F7","7BW62","171,1745,172,1767,238,1767,238,1745","62"
"428","F7","7AW61","168,591,198,591,198,620,215,630,215,662,167,662","61"
"429","F7","7AW01","1291,664,1322,663,1322,733,1275,735,1274,703,1289,693","01"
"430","F7","7AW60","215,667,167,666,168,735,197,735,197,709,202,698,213,696","60"
"431","F5","5BW21","2487,1169,2487,1201,2510,1205,2519,1225,2548,1225,2548,1169","21"
"432","F5","5BW41","2668,1168,2668,1200,2691,1204,2700,1224,2729,1224,2729,1168","41"
"433","F5","5BW57","2904,1169,2904,1201,2927,1205,2936,1225,2965,1225,2965,1169","57"
"434","F5","5BW130","3651,1169,3651,1201,3674,1205,3683,1225,3712,1225,3712,1169","130"
"435","F5","5BW112","3445,1169,3445,1201,3468,1205,3477,1225,3506,1225,3506,1169","112"
"436","F5","5BW92","3265,1169,3265,1201,3288,1205,3297,1225,3326,1225,3326,1169","92"
"437","F5","5BW72","3085,1169,3085,1201,3108,1205,3117,1225,3146,1225,3146,1169","72"
"438","F5","5BW119","3510,839,3512,896,3542,896,3551,876,3575,870,3575,840","119"
"439","F5","5BW71","3084,1003,3084,1035,3107,1039,3116,1059,3145,1059,3145,1003","71"
"440","F5","5BW69","3085,840,3085,872,3108,876,3117,896,3146,896,3146,840","69"
"441","F5","5BW88","3265,840,3265,872,3288,876,3297,896,3326,896,3326,840","88"
"442","F5","5BW90","3265,1004,3265,1036,3288,1040,3297,1060,3326,1060,3326,1004","90"
"443","F5","5BW108","3445,840,3445,872,3468,876,3477,896,3506,896,3506,840","108"
"444","F5","5BW110","3445,1004,3445,1036,3468,1040,3477,1060,3506,1060,3506,1004","110"
"445","F5","5BW127","3651,841,3651,873,3674,877,3683,897,3712,897,3712,841","127"
"446","F5","5BW129","3651,1004,3651,1036,3674,1040,3683,1060,3712,1060,3712,1004","129"
"447","F5","5BW18","2486,840,2486,872,2509,876,2518,896,2547,896,2547,840","18"
"448","F5","5BW37","2668,839,2668,871,2691,875,2700,895,2729,895,2729,839","37"
"449","F5","5BW20","2487,1004,2487,1036,2510,1040,2519,1060,2548,1060,2548,1004","20"
"450","F5","5BW39","2667,1005,2667,1037,2690,1041,2699,1061,2728,1061,2728,1005","39"
"451","F5","5BW53","2904,841,2904,873,2927,877,2936,897,2965,897,2965,841","53"
"452","F5","5BW55","2904,1004,2904,1036,2927,1040,2936,1060,2965,1060,2965,1004","55"
"453","F5","5BW125","3651,676,3651,708,3674,712,3683,732,3712,732,3712,676","125"
"454","F5","5BW106","3445,676,3445,708,3468,712,3477,732,3506,732,3506,676","106"
"455","F5","5BW35","2667,676,2667,708,2690,712,2699,732,2728,732,2728,676","35"
"456","F5","5BW51","2905,676,2905,708,2928,712,2937,732,2966,732,2966,676","51"
"457","F5","5BW67","3084,676,3084,708,3107,712,3116,732,3145,732,3145,676","67"
"458","F5","5BW86","3265,676,3265,708,3288,712,3297,732,3326,732,3326,676","86"
"459","F5","5BW16","2487,675,2487,707,2510,711,2519,731,2548,731,2548,675","16"
"460","F5","5BW139","3717,674,3719,731,3749,731,3758,711,3782,705,3782,675","139"
"461","F5","5BW121","3511,675,3513,732,3543,732,3552,712,3576,706,3576,676","121"
"462","F5","5BW66","2969,675,2971,732,3001,732,3010,712,3034,706,3034,676","66"
